rating,date,item_id,parsed_date,text_akhir,label
bintang 5,2 bulan lalu,1,2025-03-30 14:41:32.628475,puas belanja pelayanan cepat ramah transaksi malammalam dilayani dikasih bonusnya ditambah barang asli segel aktivasi,positive
bintang 5,2 bulan lalu,1,2025-03-30 14:41:32.628507,bagus sesuai deskripsi seller responsif cepat layani orderan pengiriman bbrp jam check out,positive
bintang 5,1 bulan lalu,1,2025-04-30 14:41:32.628539,admin ramah cepat barang dipakai,positive
bintang 5,1 bulan lalu,1,2025-04-30 14:41:32.628583,barang diterima segel kwalitas bagus sesuai,positive
bintang 5,1 bulan lalu,1,2025-04-30 14:41:32.628614,mantap barang disegel,positive
bintang 5,2 bulan lalu,1,2025-03-30 14:41:32.628644,barang asli sesuai,positive
bintang 5,2 bulan lalu,1,2025-03-30 14:41:32.628683,nais,neutral
bintang 5,1 minggu lalu,1,2025-05-23 14:41:32.628714,sip,neutral
bintang 5,2 bulan lalu,1,2025-03-30 14:41:32.628732,,neutral
bintang 4,6 bulan lalu,21,2024-11-30 14:41:32.628781,aga kecewa barang datangkepala chargernya bolong males retur return biar pakai,negative
bintang 5,2 bulan lalu,21,2025-03-30 14:41:32.628814,lumayan bgustpi tdak buku panduan nytpi berfungsi smua nytoko ny amanahjgn ragu beli dsni,neutral
bintang 5,1 bulan lalu,21,2025-04-30 14:41:32.628860,barang kondisi berfungsi semoga awet recommended,positive
bintang 3,2 minggu lalu,21,2025-05-16 14:41:32.628900,barang berfungsi warna hitam kirim warna merah,neutral
bintang 5,2 bulan lalu,21,2025-03-30 14:41:32.628920,bagus sesuai pesan warnanya,positive
bintang 2,7 bulan lalu,21,2024-10-30 14:41:32.628956,sesuai kenyataangambar pajang ditoko dasar pedagang amanah,positive
bintang 5,5 bulan lalu,21,2024-12-30 14:41:32.628988,alhamdulillah bagus ralpic,positive
bintang 4,2 bulan lalu,21,2025-03-30 14:41:32.629031,harga segini made in vietnam baterai asli ujung lapisan konektor plastik karet,neutral
bintang 4,3 bulan lalu,21,2025-02-28 14:41:32.629061,unboxing coba aktifkan terisi cas overall aman lancar,positive
bintang 5,1 bulan lalu,21,2025-04-30 14:41:32.629094,produknya bagus cepat puasss dech tokonya,positive
bintang 5,1 bulan lalu,21,2025-04-30 14:41:32.629126,bagus sesuai pesanpokox mengecewakan,neutral
bintang 5,3 bulan lalu,21,2025-02-28 14:41:32.629157,alhmdulilah berfungsi aktif bagus geres segel lngsung seneng terima kasih abang kurir langganan,positive
bintang 4,2 bulan lalu,21,2025-03-30 14:41:32.629189,barang sdh diterima warna sesuai pesan biru pengiriman hitam but its oklah terima kasih,neutral
bintang 4,6 hari lalu,21,2025-05-24 14:41:32.629220,terimakasih paket tlah aman cepat enteng banget hp nokia percobaan ngecas batre hp kondisi charger goyang kaya lepas dkt,positive
bintang 5,5 bulan lalu,21,2024-12-30 14:41:32.629235,oke bagus murah ukuran jumbonya lakukan menunggu,positive
bintang 4,1 bulan lalu,21,2025-04-30 14:41:32.629271,berfungsi lumayan dipake komunikasi anak disekolah semoga awet lumayanlah mksh performa sistem normal kualitas pengerjaan,neutral
bintang 3,1 bulan lalu,21,2025-04-30 14:41:32.629314,maaf kasih bintang agk kecewa halnya penjahat kelamin kurir,neutral
bintang 3,1 bulan lalu,21,2025-04-30 14:41:32.629368,sim card kartu memori ngk hp lumayan bagus hipupkn,neutral
bintang 5,4 bulan lalu,21,2025-01-30 14:41:32.629399,asli recomended puas belanja dsini terimakasih,positive
bintang 5,4 bulan lalu,21,2025-01-30 14:41:32.629429,hp sesuai pesanan sesuai sm harganya terima kasih seller tiktoktokopedia abg kurir,positive
bintang 5,5 bulan lalu,21,2024-12-30 14:41:32.629459,lumayan performa sistem bagus kualitas pengerjaan pas usia makai,positive
bintang 5,7 bulan lalu,21,2024-10-30 14:41:32.629490,mantapmantap pokonya sesuai rekomendasi top keren proses cepat,positive
bintang 5,7 bulan lalu,21,2024-10-30 14:41:32.629520,mantap pokonya sesuai rekomendasi top keren proses cepat,positive
bintang 4,2 bulan lalu,21,2025-03-30 14:41:32.629551,pesan biru dateng merahditanya barang ready ktnya ready alhamdulillah barang smpai cepat selamatlumayan gantiin hp rusak,positive
bintang 5,4 bulan lalu,21,2025-01-30 14:41:32.629581,mantap hp bagus pesan warna ungu pengiriman biru gpapa,positive
bintang 5,3 bulan lalu,21,2025-02-28 14:41:32.629612,maaf konfirmasi sinyal terima kasih barang rumah,positive
bintang 5,5 bulan lalu,21,2024-12-30 14:41:32.629643,terima kasih kak hp bagus lumayan cocok ayah,positive
bintang 4,2 bulan lalu,21,2025-03-30 14:41:32.629675,kecewasiih sya pesannya warna purple dtng warna blue yaah pplah bagus,neutral
bintang 5,1 bulan lalu,21,2025-04-30 14:41:32.629706,bagus sesuai warna hitam perbaiki lago pelayanannya,neutral
bintang 5,2 minggu lalu,21,2025-05-16 14:41:32.629736,barang kejernihan lensa coba barangnya kualitas pengerjaan keren performa sistem coba,neutral
bintang 4,1 bulan lalu,21,2025-04-30 14:41:32.629751,cepat pesan biru dikasih ungu,positive
bintang 5,6 bulan lalu,21,2024-11-30 14:41:32.629787,bagus tokonya amana banget neks beli,positive
bintang 5,5 bulan lalu,21,2024-12-30 14:41:32.629819,oke mantap sesuai pesanan terima kasih seller kurir,positive
bintang 5,7 bulan lalu,21,2024-10-30 14:41:32.629850,alhamdulillah barangnya bagus sesuai pesanan,positive
bintang 5,2 bulan lalu,21,2025-03-30 14:41:32.629881,mantap terima lengkap bluetooth bos,positive
bintang 5,1 bulan lalu,21,2025-04-30 14:41:32.629911,terimakasih barang terimamoga bagus dn memuaskankarna blom coba blom,positive
bintang 5,1 bulan lalu,21,2025-04-30 14:41:32.629941,hawla walaquwwata illa billah pesan biru dikasi hitam subhanallah bagus,neutral
bintang 1,4 minggu lalu,21,2025-05-02 14:41:32.629972,mesen nokia kirim nokia bodoh,neutral
bintang 1,5 bulan lalu,21,2024-12-30 14:41:32.629986,hp dipesan sesuai etalase dipesan nokia pengiriman nokia,positive
bintang 5,2 minggu lalu,21,2025-05-16 14:41:32.630022,suka barangnya bagus sesuai pesanan,positive
bintang 1,2 bulan lalu,21,2025-03-30 14:41:32.630036,lcd kena garis return,negative
bintang 4,2 minggu lalu,21,2025-05-16 14:41:32.630070,mantap pesan warna hitam kirim warna merah,neutral
bintang 5,5 bulan lalu,21,2024-12-30 14:41:32.630083,kualitas barang mantap sesuai,positive
bintang 4,4 minggu lalu,21,2025-05-02 14:41:32.630117,paket ambil loket kerana kurir diantar paket bagus pesan warna hitam warna biru apa-apa oke hp,neutral
bintang 1,1 bulan lalu,21,2025-04-30 14:41:32.630129,pesanan sesuai pesan warna biru ungu maaf klu ngasinya bintang sesuai inspektasi,positive
bintang 5,2 bulan lalu,21,2025-03-30 14:41:32.630163,bagustp coba shsemoga nyala awet,positive
bintang 5,9 bulan lalu,21,2024-08-30 14:41:32.630196,bagus semuga amanah slalu dlm berjualan online,positive
bintang 4,4 bulan lalu,21,2025-01-30 14:41:32.630227,bagus warnanya sesuai pesan warna biru kirim warna lilac,positive
bintang 5,2 bulan lalu,21,2025-03-30 14:41:32.630259,terima kasih real pic kakak hp menyala bagus,positive
bintang 1,4 bulan lalu,21,2025-01-30 14:41:32.630290,cas,neutral
bintang 3,5 bulan lalu,21,2024-12-30 14:41:32.630321,kasih ulasan aga kecewa casan pakai,positive
bintang 3,1 bulan lalu,21,2025-04-30 14:41:32.630352,pesan warna merah warna ungu mengeluh bikin kesal sdh tulis pesan opsional,neutral
bintang 5,1 bulan lalu,21,2025-04-30 14:41:32.630383,kereen hpnya berfungsi terimakasih sukses,positive
bintang 4,2 bulan lalu,21,2025-03-30 14:41:32.630414,oke bagus pesan warna biru warna ungu dos hp kedepannya bagus,positive
bintang 5,7 bulan lalu,21,2024-10-30 14:41:32.630445,performa sistem bagus kejernihan lensa bagus,neutral
bintang 5,2 bulan lalu,21,2025-03-30 14:41:32.630476,terimakasih packing bagus pengaman,positive
bintang 3,5 bulan lalu,21,2024-12-30 14:41:32.630507,hpnya terima baiktapi sinyal hpnya hilang timbul kasih ulasan lihat bagus,positive
bintang 1,1 bulan lalu,21,2025-04-30 14:41:32.630537,hp jelek_banget sesuai gambarkan nokia palsu mah asli semoga jualan tipu kyak gini bikin perut kenyang,positive
bintang 3,6 bulan lalu,21,2024-11-30 14:41:32.630567,barang pengiriman warna laku komplain harga murah pasrah pesan merah hitam purple hijau pcs pengiriman purple hija,positive
bintang 3,6 bulan lalu,21,2024-11-30 14:41:32.630597,barang pengiriman warna laku komplain harga murah pasrah pesan merah hitam purple hijau pcs pengiriman purple hija,positive
bintang 5,6 bulan lalu,21,2024-11-30 14:41:32.630627,barangnya bagus lecet,neutral
bintang 5,2 bulan lalu,21,2025-03-30 14:41:32.630657,toko amanah hp sdh mendarat kurir ramah banget terima kasih,positive
bintang 5,5 bulan lalu,21,2024-12-30 14:41:32.630687,bossq hp nokia terima bagus test mantap,positive
bintang 5,5 bulan lalu,21,2024-12-30 14:41:32.630717,barang sesuai deskripsi packing aman,neutral
bintang 1,3 bulan lalu,21,2025-02-28 14:41:32.630747,rusak komplain ribet ping pong doang tanggung,negative
bintang 2,2 bulan lalu,21,2025-03-30 14:41:32.630777,pesan biru hitamdan tombolnya lepas,neutral
bintang 5,5 bulan lalu,21,2024-12-30 14:41:32.630808,udah hp bagus brrfungsi,neutral
bintang 4,1 bulan lalu,21,2025-04-30 14:41:32.630838,bagus warnanya sesuai,positive
bintang 3,4 bulan lalu,21,2025-01-30 14:41:32.630868,pesanx warna merah dkirimx warna laen setidakx konfirmasi warna dipesan hbis soalx dibayar,positive
bintang 1,6 bulan lalu,21,2024-11-30 14:41:32.630899,barang pengiriman warna laku komplain harga murah pasrah pesan merah hitam purple hijau pcs pengiriman purple hija,positive
bintang 1,6 bulan lalu,21,2024-11-30 14:41:32.630929,barang pengiriman warna laku komplain harga murah pasrah pesan merah hitam purple hijau pcs pengiriman purple hija,positive
bintang 5,2 bulan lalu,21,2025-03-30 14:41:32.630960,bagus sesuai gambar terima kasih,positive
bintang 5,2 bulan lalu,21,2025-03-30 14:41:32.630991,barang sesuai toko amanah terimakasih,positive
bintang 5,6 bulan lalu,21,2024-11-30 14:41:32.631023,bagus barangnya sesuai foto,positive
bintang 5,8 bulan lalu,21,2024-09-30 14:41:32.631054,paket selamat coba semoga awet,positive
bintang 5,8 bulan lalu,21,2024-09-30 14:41:32.631085,biar bintang bicara,neutral
bintang 1,7 bulan lalu,21,2024-10-30 14:41:32.631116,paket udah kecewa pesan warnh biru warnah,positive
bintang 3,1 bulan lalu,21,2025-04-30 14:41:32.631146,pesan warna hitam warna ungu,negative
bintang 5,6 bulan lalu,21,2024-11-30 14:41:32.631176,barang mantappp amanah,positive
bintang 4,4 bulan lalu,21,2025-01-30 14:41:32.631206,amanah,positive
bintang 2,1 bulan lalu,21,2025-04-30 14:41:32.631237,sesuai gambar,neutral
bintang 2,2 bulan lalu,21,2025-03-30 14:41:32.631266,sya pesennya biru dtang merah,neutral
bintang 3,2 bulan lalu,21,2025-03-30 14:41:32.631295,maaf asli nokia,neutral
bintang 4,5 bulan lalu,21,2024-12-30 14:41:32.631325,terimakasihbarangnya selamat mohon teliti lagisya pesan warna merah warna ungu gb,positive
bintang 5,4 bulan lalu,21,2025-01-30 14:41:32.631355,barang sesuai pesanansemoga awet,positive
bintang 3,2 bulan lalu,21,2025-03-30 14:41:32.631386,cepat,positive
bintang 1,1 bulan lalu,21,2025-04-30 14:41:32.631417,pesen hitam merah pinter bnget kapok mesen x,neutral
bintang 5,1 bulan lalu,21,2025-04-30 14:41:32.631447,bagus hpnya,neutral
bintang 1,2 bulan lalu,21,2025-03-30 14:41:32.631477,sesuai warna pesanan pesan warna biru warna hitam,neutral
bintang 1,5 bulan lalu,21,2024-12-30 14:41:32.631508,hp bagus sinyalnya,neutral
bintang 5,3 bulan lalu,21,2025-02-28 14:41:32.631538,mantap hp nyatopp recomended,positive
bintang 4,5 bulan lalu,21,2024-12-30 14:41:32.631569,alhamdllh barang mendarat sempurna,neutral
bintang 5,6 bulan lalu,21,2024-11-30 14:41:32.631600,mantap,positive
bintang 5,2 bulan lalu,21,2025-03-30 14:41:32.631631,barangnya sesuai,positive
bintang 4,4 bulan lalu,21,2025-01-30 14:41:32.631661,sayang programnya binggeriz,neutral
bintang 5,5 bulan lalu,21,2024-12-30 14:41:32.631691,berfungsi,neutral
bintang 5,5 bulan lalu,21,2024-12-30 14:41:32.631722,alhamdulillah sesuai digambar,positive
bintang 5,5 bulan lalu,21,2024-12-30 14:41:32.631752,lain-lain ijgftttffhh hhhjjjj hjnnnn,neutral
bintang 1,1 bulan lalu,21,2025-04-30 14:41:32.631797,sesuai warna hp nyan,positive
bintang 5,1 bulan lalu,21,2025-04-30 14:41:32.631828,keren pokoknya,neutral
bintang 5,5 bulan lalu,21,2024-12-30 14:41:32.631858,terima kasih hpnya asli,positive
bintang 5,6 bulan lalu,21,2024-11-30 14:41:32.631889,sangat_puas amanah,positive
bintang 5,1 bulan lalu,21,2025-04-30 14:41:32.631920,barang diterima,neutral
bintang 3,4 bulan lalu,21,2025-01-30 14:41:32.631952,mintanya warna purple dikirimwarna hijau,positive
bintang 4,7 bulan lalu,21,2024-10-30 14:41:32.631992,pesen warna ungu biru,neutral
bintang 5,6 bulan lalu,21,2024-11-30 14:41:32.632023,lumayan bagus,neutral
bintang 5,2 bulan lalu,21,2025-03-30 14:41:32.632055,kualitas barang keren,positive
bintang 4,4 bulan lalu,21,2025-01-30 14:41:32.632086,oke terima kasih barang,positive
bintang 5,7 bulan lalu,21,2024-10-30 14:41:32.632117,packing aman cepat,positive
bintang 5,2 bulan lalu,21,2025-03-30 14:41:32.632147,asli mantap,positive
bintang 4,2 bulan lalu,21,2025-03-30 14:41:32.632190,semogaa awettt,neutral
bintang 5,7 bulan lalu,21,2024-10-30 14:41:32.632844,sesuai pesanan terimakasih,positive
bintang 5,1 bulan lalu,21,2025-04-30 14:41:32.632907,beda warna pesan warna merah warna hijau tosca,neutral
bintang 5,5 bulan lalu,21,2024-12-30 14:41:32.632947,bagus,neutral
bintang 5,8 bulan lalu,21,2024-09-30 14:41:32.632982,bagus,neutral
bintang 5,1 hari lalu,21,2025-05-29 14:41:32.633014,amanah toko bos,positive
bintang 5,3 bulan lalu,21,2025-02-28 14:41:32.633039,bagus semoga awet,positive
bintang 5,1 bulan lalu,21,2025-04-30 14:41:32.633080,bagus sesuai,positive
bintang 4,6 bulan lalu,21,2024-11-30 14:41:32.633114,produk lumayan bagus,positive
bintang 5,1 bulan lalu,21,2025-04-30 14:41:32.633147,diharapkan,neutral
bintang 5,3 bulan lalu,21,2025-02-28 14:41:32.633180,berpungsi,neutral
bintang 5,1 bulan lalu,21,2025-04-30 14:41:32.633214,warna hitam pengiriman ungu semoga awet,neutral
bintang 1,1 bulan lalu,21,2025-04-30 14:41:32.633247,sepiker aneh suara telfon banget nyaman sepiker keprek hp palsu resmi nokia sebetul batalin langsu,positive
bintang 5,1 bulan lalu,21,2025-04-30 14:41:32.633278,sesuai pesanan,positive
bintang 5,1 bulan lalu,21,2025-04-30 14:41:32.633337,hp masook,neutral
bintang 5,7 bulan lalu,21,2024-10-30 14:41:32.633374,,neutral
bintang 5,2 hari lalu,21,2025-05-28 14:41:32.633405,barang terima kasih,positive
bintang 5,6 bulan lalu,21,2024-11-30 14:41:32.633423,barang bagus,neutral
bintang 5,1 bulan lalu,21,2025-04-30 14:41:32.633460,bagus,neutral
bintang 5,1 bulan lalu,21,2025-04-30 14:41:32.633493,bagus,neutral
bintang 5,6 bulan lalu,21,2024-11-30 14:41:32.633523,bagus,neutral
bintang 3,3 bulan lalu,21,2025-02-28 14:41:32.633553,mantap sesuai pesanan,positive
bintang 5,5 bulan lalu,21,2024-12-30 14:41:32.633584,ho bagus,neutral
bintang 5,5 bulan lalu,21,2024-12-30 14:41:32.633614,,neutral
bintang 4,1 bulan lalu,21,2025-04-30 14:41:32.633644,,neutral
bintang 5,4 bulan lalu,21,2025-01-30 14:41:32.633674,biar bintang bicara kakak,neutral
bintang 5,6 bulan lalu,21,2024-11-30 14:41:32.633703,barangnya,neutral
bintang 5,1 bulan lalu,21,2025-04-30 14:41:32.633734,top yesel,positive
bintang 5,2 bulan lalu,21,2025-03-30 14:41:32.633764,mantap,positive
bintang 5,2 bulan lalu,21,2025-03-30 14:41:32.633795,mantap,positive
bintang 5,6 bulan lalu,21,2024-11-30 14:41:32.633824,mantap,positive
bintang 5,4 bulan lalu,21,2025-01-30 14:41:32.633854,mantap,positive
bintang 5,1 bulan lalu,21,2025-04-30 14:41:32.633899,biarla bntang mnjwab,neutral
bintang 1,4 bulan lalu,21,2025-01-30 14:41:32.633931,jelek,negative
bintang 5,2 bulan lalu,21,2025-03-30 14:41:32.633961,baguslumayan,neutral
bintang 5,5 bulan lalu,21,2024-12-30 14:41:32.633989,gg,neutral
bintang 1,1 bulan lalu,21,2025-04-30 14:41:32.634022,pesannya merah hitam,neutral
bintang 5,1 bulan lalu,21,2025-04-30 14:41:32.634051,bagus barang sesuai,positive
bintang 4,8 bulan lalu,21,2024-09-30 14:41:32.634563,oke,neutral
bintang 5,8 bulan lalu,21,2024-09-30 14:41:32.634588,bagus,neutral
bintang 1,4 bulan lalu,21,2025-01-30 14:41:32.634613,mantap,positive
bintang 5,4 bulan lalu,21,2025-01-30 14:41:32.634639,goooood,neutral
bintang 5,5 bulan lalu,21,2024-12-30 14:41:32.634664,terima kasih,positive
bintang 5,2 bulan lalu,21,2025-03-30 14:41:32.634688,amanhh bgetzz,neutral
bintang 3,1 bulan lalu,21,2025-04-30 14:41:32.634713,co ungu merah,neutral
bintang 5,3 bulan lalu,37,2025-02-28 14:41:32.634789,mantaf cepat seller fast respond admin ramah packing safety bagus recomended store,positive
bintang 5,3 bulan lalu,37,2025-02-28 14:41:32.634814,mantap barang nyampe kondisi kinclong recommended banget,positive
bintang 5,6 bulan lalu,37,2024-11-30 14:41:32.634839,mantap banget pokonya mudahan awet finish sebernernya program tinggal dipoles kelar nyampe sejam kelar program terima kasih,positive
bintang 5,2 bulan lalu,37,2025-03-30 14:41:32.634863,berfungsi respon cepat ramah kendala penjual solusi best recommended,positive
bintang 5,1 bulan lalu,37,2025-04-30 14:41:32.634887,barang sesuai lapak pemgiriman cepat plus free kabel satanya adaproduk plug play nga pusing instal,positive
bintang 5,1 bulan lalu,37,2025-04-30 14:41:32.634911,bagus berfungsi mestinya seller,neutral
bintang 5,9 bulan lalu,37,2024-08-30 14:41:32.634936,barang jos pisanpacking oke cepat tinggal pasang ribet,neutral
bintang 5,3 bulan lalu,37,2025-02-28 14:41:32.634960,barang asli seller ramah komunikatif membantu konsultasi pemasangan produknya ragu beli produk toko terima kasih,positive
bintang 5,3 minggu lalu,37,2025-05-09 14:41:32.634985,cepat seller ramah fast respon bagus mantap,positive
bintang 5,2 bulan lalu,37,2025-03-30 14:41:32.634998,ssd berfungsi motherboard versi lawas kabel sata seller mudah diajak komunikasi,neutral
bintang 5,2 bulan lalu,37,2025-03-30 14:41:32.635027,recommended beli tinggal chat admin dikasih solusi barang berfungsi normal,positive
bintang 5,3 minggu lalu,37,2025-05-09 14:41:32.635053,barang sesuai berfungsi packing aman,positive
bintang 5,3 bulan lalu,37,2025-02-28 14:41:32.635064,recomended seller ragu gaes beli toko sellernya humble responsif konsultasi produk pastinya after sales,positive
bintang 5,2 minggu lalu,37,2025-05-16 14:41:32.635093,aman berfungsi,positive
bintang 5,4 bulan lalu,37,2025-01-30 14:41:32.635104,berfungsi toshiba l semoga pemakaian ssdnya awet terimakasih,positive
bintang 5,2 bulan lalu,37,2025-03-30 14:41:32.635132,barang sesuai deskripsinya terima kasih kak,positive
bintang 5,4 bulan lalu,37,2025-01-30 14:41:32.635157,mantap oke teknisi wakakak,positive
bintang 5,3 bulan lalu,37,2025-02-28 14:41:32.635182,sesuai order berfungsi respon pengiriman cepatpuasss,positive
bintang 5,5 bulan lalu,37,2024-12-30 14:41:32.635208,tinggal update driver oke,neutral
bintang 5,11 bulan lalu,37,2024-06-30 14:41:32.635233,barangnya terima sudh coba masuk windows trimakasih bang,positive
bintang 5,9 bulan lalu,37,2024-08-30 14:41:32.635258,alhamdulillah paket semoga berfungsi coba,positive
bintang 5,10 bulan lalu,37,2024-07-30 14:41:32.635283,bagus berfungsi,neutral
bintang 5,4 minggu lalu,37,2025-05-02 14:41:32.635307,mantap toko bagus amanah,positive
bintang 5,2 bulan lalu,37,2025-03-30 14:41:32.635318,barang sampaii cepat cobaa semoga uang kendala awet terima kasih,positive
bintang 5,2 bulan lalu,37,2025-03-30 14:41:32.635346,ssd selamat pengiriman cepat nyampe,positive
bintang 5,1 bulan lalu,37,2025-04-30 14:41:32.635370,seller komunikatif microsoft office beli lisensi free smoga depannya aplikasinya free embel beli,positive
bintang 5,1 bulan lalu,37,2025-04-30 14:41:32.635395,bagus tanggal pkai penjual ramah,neutral
bintang 5,5 bulan lalu,37,2024-12-30 14:41:32.635419,terima kasihsudak jalankan berfungsi windowsnya kms mesti mencari license,neutral
bintang 5,2 bulan lalu,37,2025-03-30 14:41:32.635443,bagus berfungsi normal mantap juragan,positive
bintang 5,1 minggu lalu,37,2025-05-23 14:41:32.635467,mantap berfungsi normal isian sesuai,positive
bintang 5,3 bulan lalu,37,2025-02-28 14:41:32.635478,mantap penjualnya detail taunya ramah,positive
bintang 5,3 bulan lalu,37,2025-02-28 14:41:32.635521,sesuai pesanan berfungsi terima kasih juragan,neutral
bintang 5,2 minggu lalu,37,2025-05-16 14:41:32.635545,terbaik adadiskusi dipandu pilihan sdh dipasang lancar jaya laptop ngebut stabil recommeded seller banget terima kasih alot,positive
bintang 5,4 bulan lalu,37,2025-01-30 14:41:32.635556,pelapak orgnya ramah tanya² barang sesuai deskripsi thks,neutral
bintang 5,6 hari lalu,37,2025-05-24 14:41:32.635583,penjual gercep respon pengirimanbarang normal dicoba rekom seller,positive
bintang 5,2 minggu lalu,37,2025-05-16 14:41:32.635593,produk sesuai descripsi berjalan lancar,positive
bintang 5,2 bulan lalu,37,2025-03-30 14:41:32.635601,sesuai request fast respon seller recomended,positive
bintang 5,1 minggu lalu,37,2025-05-23 14:41:32.635629,josh gandosh kotos² top markotop ngacir speed lambat,positive
bintang 5,1 bulan lalu,37,2025-04-30 14:41:32.635639,mantap juragan laptop jaman ngebut terima kasih,neutral
bintang 5,3 bulan lalu,37,2025-02-28 14:41:32.635665,terdeteksi berfungsi,neutral
bintang 5,5 bulan lalu,37,2024-12-30 14:41:32.635691,brng brfngsi mksh sellery,neutral
bintang 5,10 bulan lalu,37,2024-07-30 14:41:32.635717,mantap sesuai request layani,positive
bintang 5,8 bulan lalu,37,2024-09-30 14:41:32.635742,terima kasih juragan,neutral
bintang 5,6 bulan lalu,37,2024-11-30 14:41:32.635767,pembelian kesekian kalinya puas kecewa terimakasih,positive
bintang 5,2 bulan lalu,37,2025-03-30 14:41:32.635792,berfungsi,neutral
bintang 5,5 bulan lalu,37,2024-12-30 14:41:32.635817,penjual ramah,neutral
bintang 5,7 bulan lalu,37,2024-10-30 14:41:32.635841,recommended seller,neutral
bintang 5,2 bulan lalu,37,2025-03-30 14:41:32.635865,good,positive
bintang 5,10 bulan lalu,37,2024-07-30 14:41:32.635889,joss pakai,neutral
bintang 5,1 bulan lalu,37,2025-04-30 14:41:32.635914,mantap juragan,neutral
bintang 5,2 bulan lalu,37,2025-03-30 14:41:32.635938,manthaf,neutral
bintang 5,1 bulan lalu,37,2025-04-30 14:41:32.635963,mantap barang oke,positive
bintang 5,1 bulan lalu,37,2025-04-30 14:41:32.636036,mantap,positive
bintang 5,2 bulan lalu,37,2025-03-30 14:41:32.636060,joss gandhos lancar,neutral
bintang 5,1 bulan lalu,37,2025-04-30 14:41:32.636084,sesuai,positive
bintang 5,3 minggu lalu,37,2025-05-09 14:41:32.636107,oke,neutral
bintang 5,3 bulan lalu,37,2025-02-28 14:41:32.636118,goodjobs daizobu,neutral
bintang 5,2 bulan lalu,37,2025-03-30 14:41:32.636146,mantap,positive
bintang 5,11 bulan lalu,37,2024-06-30 14:41:32.636172,mantap,positive
bintang 5,1 bulan lalu,37,2025-04-30 14:41:32.636196,top banget,positive
bintang 5,3 minggu lalu,37,2025-05-09 14:41:32.636220,sesuai request,positive
bintang 5,10 bulan lalu,31,2024-07-30 14:41:32.636231,barangnya asli berfungsi oke s pennya mantab overall sukaaaa thank you seller,positive
bintang 5,5 bulan lalu,31,2024-12-30 14:41:32.636258,cepat sampainya beli butuh cepat nunggu murce wkwk packagingnya only bubble wrap dus diy overall aman barangn,positive
bintang 5,1 bulan lalu,31,2025-04-30 14:41:32.636282,bagus keren kupakein tg aman spen tetep lancar seret,positive
bintang 5,9 bulan lalu,31,2024-08-30 14:41:32.636307,barang aman berfungsi kurangnya mantap,positive
bintang 5,3 minggu lalu,31,2025-05-09 14:41:32.636332,diterima berfungsi normal kemasannya mengkhawatirkan,positive
bintang 5,1 minggu lalu,31,2025-05-23 14:41:32.636342,barang disegel aman,positive
bintang 5,2 bulan lalu,31,2025-03-30 14:41:32.636350,barang segel dibuka kondisi dicoba barang berfungsi,neutral
bintang 5,2 bulan lalu,31,2025-03-30 14:41:32.636378,packaging rapi aman barang asli cepat barang mulus berfungsi,positive
